N9721	health	nutrition	50 Foods You Should Never Eat, According to Health Experts	This is so depressing.	https://assets.msn.com/labs/mind/AABDHTv.html	[]	[]
N25785	sports	football_nfl	OJ Simpson suing Vegas hotel for defamation over 2017 TMZ story claiming 'belligerence'		https://assets.msn.com/labs/mind/BBWtGQ1.html	"[{""Label"": ""O. J. Simpson"", ""Type"": ""P"", ""WikidataId"": ""Q44473"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""OJ Simpson""]}, {""Label"": ""TMZ"", ""Type"": ""M"", ""WikidataId"": ""Q2630118"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [54], ""SurfaceForms"": [""TMZ""]}]"	[]
N17340	lifestyle	lifestyleroyals	Did Meghan Markle make a change to her hair?	Royal watchers noticed she looked a little different.	https://assets.msn.com/labs/mind/BBWtGaS.html	"[{""Label"": ""Meghan, Duchess of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q3304418"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Meghan Markle""]}]"	[]
N65098	news	newspolitics	Jim Jordan assigned to Intel Committee ahead of Trump impeachment hearings	House Oversight Committee Ranking Member Jim Jordan has been assigned by Republican leadership to serve on the House Intelligence Committee so he can participate in questioning in the open Trump impeachment hearings starting next week.	https://assets.msn.com/labs/mind/BBWtGfd.html	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [48], ""SurfaceForms"": [""Trump""]}, {""Label"": ""Jim Jordan (American politician)"", ""Type"": ""P"", ""WikidataId"": ""Q186215"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Jim Jordan""]}]"	"[{""Label"": ""Ranking member"", ""Type"": ""C"", ""WikidataId"": ""Q7293294"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""Ranking Member""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [189], ""SurfaceForms"": [""Trump""]}, {""Label"": ""United States House Permanent Select Committee on Intelligence"", ""Type"": ""U"", ""WikidataId"": ""Q2495362"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [111], ""SurfaceForms"": [""House Intelligence Committee""]}, {""Label"": ""Jim Jordan (American politician)"", ""Type"": ""P"", ""WikidataId"": ""Q186215"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Jim Jordan""]}, {""Label"": ""United States House Committee on Oversight and Reform"", ""Type"": ""N"", ""WikidataId"": ""Q7889977"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""House Oversight Committee""]}]"
N62738	autos	autossema	Wild & wonderful treasures of SEMA 2019   US edition	The best customs, restorations and radical builds from the world's largest custom car show	https://assets.msn.com/labs/mind/BBWpZoZ.html	"[{""Label"": ""SEMA"", ""Type"": ""U"", ""WikidataId"": ""Q7389710"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [30], ""SurfaceForms"": [""SEMA""]}]"	[]
N9103	news	newsworld	Iran Nuclear Crisis Escalates With New Inspections Report	Iran accused an international atomic monitor of setting off explosives detectors at its main enrichment plant, ratcheting up tensions that threaten to tip the nation into a new nuclear crisis.	https://assets.msn.com/labs/mind/BBWpurw.html	"[{""Label"": ""Nuclear program of Iran"", ""Type"": ""U"", ""WikidataId"": ""Q329891"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Iran Nuclear""]}]"	"[{""Label"": ""Iran"", ""Type"": ""G"", ""WikidataId"": ""Q794"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Iran""]}]"
N45543	finance	finance-career-education	Japanese women are fighting for the right to wear glasses to the office	The ban on glasses is the latest flash-point. In March, women railed against the requirement that they wear makeup at work, and earlier this year it was rules that require high heels.	https://assets.msn.com/labs/mind/BBWtK2I.html	[]	[]
N11154	news	newsworld	China Claims Tariffs Will Go, but Others Express Doubts	Beijing's announcement that the U.S. and China have mutually agreed to roll back tariffs lifted financial markets, adding to optimism that the 18-month trade war is beginning to wind down. But others expressed caution.	https://assets.msn.com/labs/mind/BBWpyLD.html	"[{""Label"": ""China"", ""Type"": ""G"", ""WikidataId"": ""Q148"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""China""]}]"	"[{""Label"": ""United States"", ""Type"": ""G"", ""WikidataId"": ""Q30"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [32], ""SurfaceForms"": [""U.S.""]}, {""Label"": ""China"", ""Type"": ""G"", ""WikidataId"": ""Q148"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""China""]}]"
N20953	news	newscrime	Philadelphia shooting: 10-year-old boy shot in head while walking home from school	A 10-year-old boy walking home from school in Philadelphia was critically injured Wednesday when he was shot in the back of the head by a stray bullet, according to police.	https://assets.msn.com/labs/mind/BBWpzjm.html	"[{""Label"": ""Philadelphia"", ""Type"": ""G"", ""WikidataId"": ""Q1345"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Philadelphia""]}]"	"[{""Label"": ""Philadelphia"", ""Type"": ""G"", ""WikidataId"": ""Q1345"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Philadelphia""]}]"
N34520	video	viral	Creepy fish with 'human-like face' found swimming in lake	Tourists in southwestern China spotted a carp fish that had human-like facial features resembling eyes, nose and a mouth.	https://assets.msn.com/labs/mind/BBWtLD2.html	"[{""Label"": ""Creepy (magazine)"", ""Type"": ""W"", ""WikidataId"": ""Q2528171"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Creepy""]}]"	"[{""Label"": ""Tourism"", ""Type"": ""C"", ""WikidataId"": ""Q49389"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Tourists""]}, {""Label"": ""China"", ""Type"": ""G"", ""WikidataId"": ""Q148"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""China""]}]"
N18106	tv	tv-celebrity	Tristan Thompson Drops Flirty Comment on Ex Khloe Kardashian's Instagram	Tristan Thompson Drops Flirty Comment on Ex Khloe Kardashian's Instagram	https://assets.msn.com/labs/mind/BBWq1iH.html	"[{""Label"": ""Khlo\u00e9 Kardashian"", ""Type"": ""P"", ""WikidataId"": ""Q231270"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Khloe Kardashian""]}, {""Label"": ""Instagram"", ""Type"": ""W"", ""WikidataId"": ""Q209330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [63], ""SurfaceForms"": [""Instagram""]}]"	"[{""Label"": ""Khlo\u00e9 Kardashian"", ""Type"": ""P"", ""WikidataId"": ""Q231270"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Khloe Kardashian""]}, {""Label"": ""Instagram"", ""Type"": ""W"", ""WikidataId"": ""Q209330"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [63], ""SurfaceForms"": [""Instagram""]}]"
N46811	weather	weathertopstories	Far-reaching snowstorm may take shape over US	A winterlike pattern will continue to unfold across much of the eastern two-thirds of the nation into next week as a brutal one-two punch of bitterly cold air plunging into the United States will set the stage for another major storm.	https://assets.msn.com/labs/mind/BBWq1xA.html	[]	[]
N31996	finance	markets	Bill Gates: I'm happy to pay $20 billion in taxes, but Warren's plan would make me do a little math	Bill Gates, the Microsoft co-founder, waded deep in to the hotly debated topic of taxing the wealthy to redistribute money to the have-nots   a contentious issue that Sen. Elizabeth Warren has been at the forefront of as she bids to become the 2020 Democratic presidential nominee.	https://assets.msn.com/labs/mind/BBWq4Yi.html	"[{""Label"": ""Bill Gates"", ""Type"": ""P"", ""WikidataId"": ""Q5284"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Bill Gates:""]}]"	"[{""Label"": ""Bill Gates"", ""Type"": ""P"", ""WikidataId"": ""Q5284"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Bill Gates""]}, {""Label"": ""Elizabeth Warren"", ""Type"": ""P"", ""WikidataId"": ""Q434706"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [172], ""SurfaceForms"": [""Elizabeth Warren""]}, {""Label"": ""Microsoft"", ""Type"": ""O"", ""WikidataId"": ""Q2283"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Microsoft""]}]"
N52433	movies	movies-celebrity	Sharon Stone Recreates 'Basic Instinct' Scene 27 Years After Film's Release	The 61-year-old actress performed the scene upon receiving GQ's Woman of the Year award.	https://assets.msn.com/labs/mind/BBWtPzZ.html	"[{""Label"": ""Sharon Stone"", ""Type"": ""P"", ""WikidataId"": ""Q62975"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Sharon Stone""]}, {""Label"": ""Basic Instinct"", ""Type"": ""W"", ""WikidataId"": ""Q146673"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Basic Instinct""]}]"	"[{""Label"": ""Woman of the Year"", ""Type"": ""W"", ""WikidataId"": ""Q1212587"", ""Confidence"": 0.98, ""OccurrenceOffsets"": [64], ""SurfaceForms"": [""Woman of the Year""]}, {""Label"": ""GQ"", ""Type"": ""M"", ""WikidataId"": ""Q311249"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [59], ""SurfaceForms"": [""GQ""]}]"
N9660	news	newspolitics	Bolton, Trump's former national security adviser, skips impeachment deposition	John Bolton's lawyer previously made it clear that he would not appear voluntarily.	https://assets.msn.com/labs/mind/BBWq9WK.html	"[{""Label"": ""John R. Bolton"", ""Type"": ""P"", ""WikidataId"": ""Q311269"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Bolton""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""Trump""]}]"	"[{""Label"": ""John R. Bolton"", ""Type"": ""P"", ""WikidataId"": ""Q311269"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""John Bolton""]}]"
N313	video	animals	Emotional moment lost pit bull reunites with dad	Dogs don't need four walls. You're home. A community did everything possible to reunite Anthony and BoBo.	https://assets.msn.com/labs/mind/BBWtTqU.html	[]	[]
N9457	news	newscrime	Missing Clark Atlanta student found dead; roommate named as 1 of 2 suspects		https://assets.msn.com/labs/mind/BBWtVRa.html	"[{""Label"": ""Clark Atlanta University"", ""Type"": ""O"", ""WikidataId"": ""Q4572296"", ""Confidence"": 0.948, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""Clark Atlanta""]}]"	[]
N3590	sports	baseball_mlb	2019 Rookie of the Year: Breaking down the finalists		https://assets.msn.com/labs/mind/BBWtW0r.html	[]	[]
N2870	news	newsus	Mom of missing 5-year-old in Florida has 'inconsistencies' in story, police say	Taylor Rose Williams was reported missing early Wednesday. Her mother, Brianna Williams, has stopped cooperating with the investigation, officials say.	https://assets.msn.com/labs/mind/BBWqFQs.html	"[{""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""Florida""]}]"	[]
N59451	sports	football_ncaa	Star Ohio State DE Chase Young will miss Maryland game 'due to possible NCAA issue'	Ohio State said Friday morning that star defensive end Chase Young would miss Saturday's game against Maryland.	https://assets.msn.com/labs/mind/BBWtaVk.html	"[{""Label"": ""Maryland"", ""Type"": ""G"", ""WikidataId"": ""Q1391"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [41], ""SurfaceForms"": [""Maryland""]}, {""Label"": ""National Collegiate Athletic Association"", ""Type"": ""O"", ""WikidataId"": ""Q271805"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [72], ""SurfaceForms"": [""NCAA""]}]"	"[{""Label"": ""Maryland"", ""Type"": ""G"", ""WikidataId"": ""Q1391"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [102], ""SurfaceForms"": [""Maryland""]}]"
N24023	sports	more_sports	Mary Cain details alleged physical and emotional abuse at the hands of Nike, Alberto Salazar		https://assets.msn.com/labs/mind/BBWqGZ1.html	"[{""Label"": ""Alberto Salazar"", ""Type"": ""P"", ""WikidataId"": ""Q717441"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [77], ""SurfaceForms"": [""Alberto Salazar""]}, {""Label"": ""Mary Cain (athlete)"", ""Type"": ""P"", ""WikidataId"": ""Q6779145"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Mary Cain""]}, {""Label"": ""Nike, Inc."", ""Type"": ""O"", ""WikidataId"": ""Q483915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [71], ""SurfaceForms"": [""Nike""]}]"	[]
N56227	foodanddrink	foodnews	15 secrets of the $4.99 Costco rotisserie chicken	Though the price is widely known, there are some facts about Costco's most popular poultry that you might not know.	https://assets.msn.com/labs/mind/BBWqI57.html	"[{""Label"": ""Costco"", ""Type"": ""O"", ""WikidataId"": ""Q715583"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Costco""]}, {""Label"": ""Rotisserie chicken"", ""Type"": ""U"", ""WikidataId"": ""Q24190322"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""rotisserie chicken""]}]"	"[{""Label"": ""Costco"", ""Type"": ""O"", ""WikidataId"": ""Q715583"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [61], ""SurfaceForms"": [""Costco""]}]"
N12199	foodanddrink	recipes	What to Cook This Weekend: November 8 10, 2019	Bacon-y cauliflower soup, red pesto rigatoni, and our all-time favorite cinnamon rolls.	https://assets.msn.com/labs/mind/BBWqJ7x.html	[]	"[{""Label"": ""Cinnamon roll"", ""Type"": ""C"", ""WikidataId"": ""Q254979"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [72], ""SurfaceForms"": [""cinnamon rolls""]}]"
N16682	news	newspolitics	Trump apparently wanted Ukraine to investigate Hillary Clinton in addition to the Bidens: State Department official	"Before he was prepared to give U.S. military aid to Ukraine, President Trump apparently wanted ""nothing less"" than for the European country's president to announce investigations of Hillary Clinton in addition to Joe Biden's family, according to a senior State Department official. George Kent, a deputy assistant secretary of state for European affairs, made the bombshell revelation during his closed-door deposition on Oct. 15, testifying Trump..."	https://assets.msn.com/labs/mind/BBWqJOb.html	"[{""Label"": ""Hillary Clinton"", ""Type"": ""P"", ""WikidataId"": ""Q6294"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [47], ""SurfaceForms"": [""Hillary Clinton""]}, {""Label"": ""Joe Biden"", ""Type"": ""P"", ""WikidataId"": ""Q6279"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [82], ""SurfaceForms"": [""Bidens""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Trump""]}, {""Label"": ""United States Department of State"", ""Type"": ""O"", ""WikidataId"": ""Q789915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [90], ""SurfaceForms"": [""State Department""]}, {""Label"": ""Ukraine"", ""Type"": ""G"", ""WikidataId"": ""Q212"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Ukraine""]}]"	"[{""Label"": ""Hillary Clinton"", ""Type"": ""P"", ""WikidataId"": ""Q6294"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [182], ""SurfaceForms"": [""Hillary Clinton""]}, {""Label"": ""Joe Biden"", ""Type"": ""P"", ""WikidataId"": ""Q6279"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [213], ""SurfaceForms"": [""Joe Biden""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [61, 442], ""SurfaceForms"": [""President Trump"", ""Trump""]}, {""Label"": ""United States Department of State"", ""Type"": ""O"", ""WikidataId"": ""Q789915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [255], ""SurfaceForms"": [""State Department""]}, {""Label"": ""Ukraine"", ""Type"": ""G"", ""WikidataId"": ""Q212"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""Ukraine""]}, {""Label"": ""United States Armed Forces"", ""Type"": ""O"", ""WikidataId"": ""Q11211"", ""Confidence"": 0.969, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""U.S. military""]}, {""Label"": ""Europe"", ""Type"": ""L"", ""WikidataId"": ""Q46"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [337], ""SurfaceForms"": [""European affairs""]}]"
N47196	news	newsworld	U.S. Official Says New ISIS Leader Is 'Not Going to Enjoy His Promotion'	"Discussing ISIS' new head, a senior State Department official said that ""we intend to subject him and any other ISIS leader to unrelenting pressure, using all the tools at our disposal."""	https://assets.msn.com/labs/mind/BBWqJwN.html	[]	"[{""Label"": ""United States Department of State"", ""Type"": ""O"", ""WikidataId"": ""Q789915"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [36], ""SurfaceForms"": [""State Department""]}, {""Label"": ""Debate"", ""Type"": ""C"", ""WikidataId"": ""Q179875"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Discussing""]}]"
N58006	lifestyle	lifestylebuzz	Dad thought he dressed toddler daughter in a hat, but he was hilariously wrong	Oh, I thought those were for like pigtails.	https://assets.msn.com/labs/mind/BBWtgSU.html	[]	[]
N28091	foodanddrink	foodnews	Joanna Gaines reveals her family's favorite recipes in new cookbook	The cookbook is available for pre-order on Amazon now.	https://assets.msn.com/labs/mind/BBWqKUp.html	"[{""Label"": ""Fixer Upper (TV series)"", ""Type"": ""W"", ""WikidataId"": ""Q18175508"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Joanna Gaines""]}]"	"[{""Label"": ""Amazon (company)"", ""Type"": ""O"", ""WikidataId"": ""Q3884"", ""Confidence"": 0.988, ""OccurrenceOffsets"": [43], ""SurfaceForms"": [""Amazon""]}]"
N56469	news	newsworld	'I am scared all the time': Chimps and people are clashing in rural Uganda	Forest clearing has forced hungry chimps to raid villagers' crops. At times, chimps kill children, and villagers kill chimps.	https://assets.msn.com/labs/mind/BBWthuu.html	"[{""Label"": ""Uganda"", ""Type"": ""G"", ""WikidataId"": ""Q1036"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [68], ""SurfaceForms"": [""Uganda""]}, {""Label"": ""Chimpanzee"", ""Type"": ""C"", ""WikidataId"": ""Q4126704"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Chimps""]}]"	[]
N62781	news	newsworld	Magnitude 5.6 quake hits northwestern Iran -EMSC	A magnitude 5.6 earthquake struck northwestern Iran on Friday, the European-Mediterranean Seismological Centre (EMSC) said.	https://assets.msn.com/labs/mind/BBWqM6W.html	"[{""Label"": ""Iran"", ""Type"": ""G"", ""WikidataId"": ""Q794"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [38], ""SurfaceForms"": [""Iran""]}]"	"[{""Label"": ""Iran"", ""Type"": ""G"", ""WikidataId"": ""Q794"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [47], ""SurfaceForms"": [""Iran""]}]"
N5560	news	elections-2020-us	Bloomberg ready to spend 'whatever it takes' to become president	Billionaire Michael Bloomberg would be willing to spend as much money as necessary to win the Democratic presidential primary and defeat President Trump, a source said.	https://assets.msn.com/labs/mind/BBWtjJE.html	[]	"[{""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [137], ""SurfaceForms"": [""President Trump""]}]"
N54586	news	newspolitics	Pence aide said Trump's July 25 call with Ukraine was political and not a normal diplomatic call	An aide to Vice President Mike Pence who listened to the call between President Donald Trump and the Ukrainian President told impeachment inquiry investigators on Thursday that she found the conversation to be unusual because it was political in nature, according to two sources familiar with the testimony.	https://assets.msn.com/labs/mind/BBWqMJa.html	"[{""Label"": ""Mike Pence"", ""Type"": ""P"", ""WikidataId"": ""Q24313"", ""Confidence"": 0.942, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Pence""]}, {""Label"": ""Ukraine"", ""Type"": ""G"", ""WikidataId"": ""Q212"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""Ukraine""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Trump""]}]"	"[{""Label"": ""Mike Pence"", ""Type"": ""P"", ""WikidataId"": ""Q24313"", ""Confidence"": 0.942, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""Mike Pence""]}, {""Label"": ""President of Ukraine"", ""Type"": ""P"", ""WikidataId"": ""Q579677"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [101], ""SurfaceForms"": [""Ukrainian President""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [70], ""SurfaceForms"": [""President Donald Trump""]}]"
N29857	tv	tv-celebrity	Chrissy Teigen Apologizes for Her 'Tone Deaf' Joke About Her Mom	I'm sorry and I will do better to not be such an a------.	https://assets.msn.com/labs/mind/BBWtjpO.html	"[{""Label"": ""Chrissy Teigen"", ""Type"": ""P"", ""WikidataId"": ""Q5111202"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chrissy Teigen""]}, {""Label"": ""Amusia"", ""Type"": ""C"", ""WikidataId"": ""Q2784967"", ""Confidence"": 0.974, ""OccurrenceOffsets"": [35], ""SurfaceForms"": [""Tone Deaf""]}]"	[]
N33981	lifestyle	lifestylebuzz	Dog Throws A Total Tantrum When She Realizes Mom Wants To Take The Stairs	Aurora Angel Beste Nala has always been the friendliest dog, and loves going out on adventures and meeting new people.	https://assets.msn.com/labs/mind/BBWqMkT.html	[]	[]
N44737	foodanddrink	foodnews	Walmart Is Starting Black Friday Early This Year With Deals On Instant Pots, Air Fryers, And More	Are you team Instant Pot yet?!	https://assets.msn.com/labs/mind/BBWqN15.html	"[{""Label"": ""Walmart"", ""Type"": ""O"", ""WikidataId"": ""Q483551"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Walmart""]}, {""Label"": ""Black Friday (shopping)"", ""Type"": ""H"", ""WikidataId"": ""Q86483"", ""Confidence"": 0.972, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Black Friday""]}]"	"[{""Label"": ""Instant Pot"", ""Type"": ""U"", ""WikidataId"": ""Q48989064"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Instant Pot""]}]"
N9836	lifestyle	lifestylebuzz	Be more mindful and skip the oversharing: 5 things introverts can teach people	"Introverts know that their lives are ""rich and full."""	https://assets.msn.com/labs/mind/BBWqN69.html	[]	"[{""Label"": ""Extraversion and introversion"", ""Type"": ""C"", ""WikidataId"": ""Q127588"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Introverts""]}]"
N21342	autos	autosownership	13 Ways You're Shortening the Life of Your Car	Put the brakes on these all-too-common mistakes to help keep your car on the road and out of the shop.	https://assets.msn.com/labs/mind/BBWtlLM.html	[]	[]
N5527	finance	finance-companies	Here are the 96 Sears and Kmart stores that are closing next	Going-out-of-business sales in the 96 stores slated to close will begin Dec. 2.	https://assets.msn.com/labs/mind/BBWqPGm.html	"[{""Label"": ""Sears"", ""Type"": ""O"", ""WikidataId"": ""Q6499202"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [16], ""SurfaceForms"": [""Sears""]}, {""Label"": ""Kmart"", ""Type"": ""O"", ""WikidataId"": ""Q1753080"", ""Confidence"": 0.94, ""OccurrenceOffsets"": [26], ""SurfaceForms"": [""Kmart""]}]"	"[{""Label"": ""Business failure"", ""Type"": ""C"", ""WikidataId"": ""Q5001874"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Going-out-of-business""]}]"
N36424	autos	autosenthusiasts	State Trooper Stops Banana Car Driver, Gives Him $20 Instead of a Ticket	Is it a crime to be this ridiculous? Not in Kalamazoo, Michigan, where a 1993 Ford F-150 4x4 was turned into . . . this.	https://assets.msn.com/labs/mind/BBWtp7f.html	[]	"[{""Label"": ""Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q1166"", ""Confidence"": 0.983, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""Michigan""]}, {""Label"": ""Kalamazoo, Michigan"", ""Type"": ""G"", ""WikidataId"": ""Q167155"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [44], ""SurfaceForms"": [""Kalamazoo""]}]"
N16902	sports	baseball_mlb	MLB Silver Slugger Award winners for 2019 season announced	Angels center fielder Mike Trout wins his seventh career Silver Slugger Award for offensive excellence; the Braves lead the way with three selections.	https://assets.msn.com/labs/mind/BBWqR6o.html	"[{""Label"": ""Silver Slugger Award"", ""Type"": ""U"", ""WikidataId"": ""Q1366948"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Silver Slugger Award""]}, {""Label"": ""Major League Baseball"", ""Type"": ""O"", ""WikidataId"": ""Q1163715"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""MLB""]}]"	"[{""Label"": ""Silver Slugger Award"", ""Type"": ""U"", ""WikidataId"": ""Q1366948"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""Silver Slugger Award""]}, {""Label"": ""Atlanta Braves"", ""Type"": ""O"", ""WikidataId"": ""Q461595"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [108], ""SurfaceForms"": [""Braves""]}, {""Label"": ""Mike Trout"", ""Type"": ""P"", ""WikidataId"": ""Q3090378"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""Mike Trout""]}, {""Label"": ""Los Angeles Angels"", ""Type"": ""O"", ""WikidataId"": ""Q743309"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Angels""]}]"
